"id","student_name_id","user_id","bs_leave_from","bs_leave_to","ad_leave_from","ad_leave_to","num_days","request_through","leave_type","reason","approving_authority","created_at","updated_at"
"1493","560","2","2079-09-25","2079-11-25","2023-01-09 16:45:09","2023-03-09 16:45:09",NULL,"none",NULL,"unknown","Nirajan","2023-01-09 22:30:09","2023-01-09 22:30:09"
"1494","364","2","2079-09-25","2079-11-25","2023-01-09 16:45:12","2023-03-09 16:45:12",NULL,"none",NULL,"unknown","Nirajan","2023-01-09 22:30:12","2023-01-09 22:30:12"
"1495","1042","2","2079-09-25","2079-11-25","2023-01-09 16:45:14","2023-03-09 16:45:14",NULL,"none",NULL,"unknown","Nirajan","2023-01-09 22:30:14","2023-01-09 22:30:14"
"1496","1041","2","2079-09-25","2079-10-16","2023-01-09 16:45:17","2023-01-30 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2023-01-09 22:30:17","2023-01-31 15:11:16"
"1497","1040","2","2079-09-25","2079-10-16","2023-01-09 16:45:18","2023-01-30 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2023-01-09 22:30:18","2023-01-31 16:44:56"
"1498","1038","2","2079-09-25","2079-10-05","2023-01-09 16:45:18","2023-01-19 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2023-01-09 22:30:18","2023-01-20 17:21:42"
"1500","592","2","2079-09-25","2079-09-25","2023-01-09 16:45:21","2023-01-09 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2023-01-09 22:30:21","2023-01-10 14:49:31"
"1501","778","2","2079-09-25","2079-11-25","2023-01-09 16:46:39","2023-03-09 16:46:39",NULL,"none",NULL,"unknown","Nirajan","2023-01-09 22:31:39","2023-01-09 22:31:39"
"1502","735","2","2079-09-25","2079-09-28","2023-01-09","2023-01-12","4","none",NULL,"Kaam  x","Janak Bhatt","2023-01-09 22:31:39","2023-01-10 14:42:51"
"1503","730","2","2079-09-25","2079-11-01","2023-01-09","2023-02-13","38","physical",NULL,"School ko kaam xa","Manoj BudhaAyer","2023-01-09 22:48:40","2023-01-09 22:48:40"
"1504","28","2","2079-09-25","2079-11-25","2023-01-09 17:21:13","2023-03-09 17:21:13",NULL,"none",NULL,"unknown","Nirajan","2023-01-09 23:06:13","2023-01-09 23:06:13"
"1505","28","2","2079-09-25","2079-11-25","2023-01-09 17:21:18","2023-03-09 17:21:18",NULL,"none",NULL,"unknown","Nirajan","2023-01-09 23:06:18","2023-01-09 23:06:18"
"1506","361","2","2079-09-25","2079-10-03","2023-01-09","2023-01-17","9","physical",NULL,"Ghar jane","Manoj BudhaAyer","2023-01-09 23:10:11","2023-01-09 23:10:11"
"1507","1009","2","2079-09-25","2079-12-20","2023-01-09","2023-04-03","87","physical",NULL,"Exam preparation","Manoj BudhaAyer","2023-01-09 23:19:11","2023-01-09 23:19:11"
"1508","932","2","2079-09-26","2079-11-26","2023-01-10 08:19:22","2023-03-10 08:19:22",NULL,"none",NULL,"unknown","Nirajan","2023-01-10 14:04:22","2023-01-10 14:04:22"
"1509","912","2","2079-09-26","2079-10-08","2023-01-10 08:58:21","2023-01-22 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2023-01-10 14:43:21","2023-01-23 17:50:24"
"1510","911","2","2079-09-26","2079-10-08","2023-01-10 08:58:22","2023-01-22 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2023-01-10 14:43:22","2023-01-23 17:50:08"
"1511","88","2","2079-09-26","2079-10-16","2023-01-10 08:58:23","2023-01-30 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2023-01-10 14:43:23","2023-01-31 15:11:18"
"1512","866","2","2079-09-26","2079-09-26","2023-01-10 09:12:59","2023-01-10 00:00:00",NULL,"none",NULL,"unknown","saroj","2023-01-10 14:57:59","2023-01-11 14:51:23"
"1513","780","2","2079-09-26","2079-09-26","2023-01-10 10:31:50","2023-01-10 00:00:00",NULL,"none",NULL,"unknown","saroj","2023-01-10 16:16:50","2023-01-11 14:51:46"
"1514","1039","2","2079-09-26","2079-10-09","2023-01-10","2023-01-23","14","call",NULL,"KTM Gayeko","Manoj BudhaAyer","2023-01-10 17:18:41","2023-01-10 17:18:41"
"1515","214","2","2079-09-26","2079-11-26","2023-01-10 12:00:53","2023-03-10 12:00:53",NULL,"none",NULL,"unknown","KP","2023-01-10 17:45:53","2023-01-10 17:45:53"
"1516","787","2","2079-09-26","2079-11-26","2023-01-10 14:08:04","2023-03-10 14:08:04",NULL,"none",NULL,"unknown","Nirajan","2023-01-10 19:53:04","2023-01-10 19:53:04"
"1517","1008","2","2079-09-27","2079-10-03","2023-01-11","2023-01-17","7","call",NULL,"ghar ma kaam xa","Manoj BudhaAyer","2023-01-11 16:14:29","2023-01-11 16:14:29"
"1518","1000","2","2079-09-27","2079-10-03","2023-01-11","2023-01-17","7","call",NULL,"ghar ma kaam xa","Manoj BudhaAyer","2023-01-11 16:15:09","2023-01-11 16:15:09"
"1519","1024","2","2079-09-27","2079-11-27","2023-01-11 11:39:53","2023-03-11 11:39:53",NULL,"none",NULL,"unknown","Nirajan","2023-01-11 17:24:53","2023-01-11 17:24:53"
"1520","894","2","2079-09-27","2079-10-02","2023-01-11 15:38:07","2023-01-16 00:00:00",NULL,"none",NULL,"unknown","saroj","2023-01-11 21:23:07","2023-01-17 14:23:47"
"1521","954","2","2079-09-28","2079-10-03","2023-01-12 11:09:17","2023-01-17 00:00:00",NULL,"none",NULL,"unknown","saroj","2023-01-12 16:54:17","2023-01-18 20:16:11"
"1522","1053","2","2079-10-03","2079-10-14","2023-01-17 08:32:42","2023-01-28 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2023-01-17 14:17:42","2023-01-29 22:15:19"
"1523","915","2","2079-10-03","2079-12-03","2023-01-17 08:32:58","2023-03-17 08:32:58",NULL,"none",NULL,"unknown","Nirajan","2023-01-17 14:17:58","2023-01-17 14:17:58"
"1524","592","2","2079-10-03","2079-12-03","2023-01-17 08:32:59","2023-03-17 08:32:59",NULL,"none",NULL,"unknown","Nirajan","2023-01-17 14:17:59","2023-01-17 14:17:59"
"1525","649","2","2079-10-03","2079-10-08","2023-01-17 08:33:39","2023-01-22 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2023-01-17 14:18:39","2023-01-23 16:59:50"
"1526","377","2","2079-10-03","2079-12-03","2023-01-17 08:33:57","2023-03-17 08:33:57",NULL,"none",NULL,"unknown","Nirajan","2023-01-17 14:18:57","2023-01-17 14:18:57"
"1527","169","2","2079-10-03","2079-12-03","2023-01-17 08:33:58","2023-03-17 08:33:58",NULL,"none",NULL,"unknown","Nirajan","2023-01-17 14:18:58","2023-01-17 14:18:58"
"1528","513","2","2079-10-03","2079-12-03","2023-01-17 08:34:13","2023-03-17 08:34:13",NULL,"none",NULL,"unknown","Nirajan","2023-01-17 14:19:13","2023-01-17 14:19:13"
"1529","290","2","2079-10-03","2079-12-03","2023-01-17 08:34:17","2023-03-17 08:34:17",NULL,"none",NULL,"unknown","Nirajan","2023-01-17 14:19:17","2023-01-17 14:19:17"
"1530","674","2","2079-10-03","2079-12-03","2023-01-17 08:34:21","2023-03-17 08:34:21",NULL,"none",NULL,"unknown","Nirajan","2023-01-17 14:19:21","2023-01-17 14:19:21"
"1531","807","2","2079-10-03","2079-12-03","2023-01-17 08:34:37","2023-03-17 08:34:37",NULL,"none",NULL,"unknown","Nirajan","2023-01-17 14:19:37","2023-01-17 14:19:37"
"1532","711","2","2079-10-03","2079-12-03","2023-01-17 08:35:29","2023-03-17 08:35:29",NULL,"none",NULL,"unknown","Nirajan","2023-01-17 14:20:29","2023-01-17 14:20:29"
"1533","754","2","2079-10-03","2079-12-03","2023-01-17 08:35:30","2023-03-17 08:35:30",NULL,"none",NULL,"unknown","Nirajan","2023-01-17 14:20:30","2023-01-17 14:20:30"
"1534","381","2","2079-10-03","2079-12-03","2023-01-17 08:35:38","2023-03-17 08:35:38",NULL,"none",NULL,"unknown","Nirajan","2023-01-17 14:20:38","2023-01-17 14:20:38"
"1535","381","2","2079-10-03","2079-12-03","2023-01-17 08:35:39","2023-03-17 08:35:39",NULL,"none",NULL,"unknown","Nirajan","2023-01-17 14:20:39","2023-01-17 14:20:39"
"1536","907","2","2079-10-03","2079-10-02","2023-01-17 08:37:11","2023-01-16 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2023-01-17 14:22:11","2023-01-17 16:09:34"
"1537","907","2","2079-10-03","2079-10-02","2023-01-17 08:37:13","2023-01-16 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2023-01-17 14:22:13","2023-01-17 16:09:35"
"1538","20","2","2079-10-03","2079-12-03","2023-01-17 08:38:50","2023-03-17 08:38:50",NULL,"none",NULL,"unknown","Nirajan","2023-01-17 14:23:50","2023-01-17 14:23:50"
"1539","27","2","2079-10-03","2079-12-03","2023-01-17 08:39:26","2023-03-17 08:39:26",NULL,"none",NULL,"unknown","Nirajan","2023-01-17 14:24:26","2023-01-17 14:24:26"
"1540","650","2","2079-10-03","2079-12-03","2023-01-17 15:52:34","2023-03-17 15:52:34",NULL,"none",NULL,"unknown","Nirajan","2023-01-17 21:37:34","2023-01-17 21:37:34"
"1541","534","2","2079-10-03","2079-12-03","2023-01-17 15:52:38","2023-03-17 15:52:38",NULL,"none",NULL,"unknown","Nirajan","2023-01-17 21:37:38","2023-01-17 21:37:38"
"1542","777","2","2079-10-03","2079-12-03","2023-01-17 15:52:46","2023-03-17 15:52:46",NULL,"none",NULL,"unknown","Nirajan","2023-01-17 21:37:46","2023-01-17 21:37:46"
"1543","1057","2","2079-10-04","2079-10-16","2023-01-18 10:11:26","2023-01-30 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2023-01-18 15:56:26","2023-01-31 15:11:06"
"1544","974","2","2079-10-04","2079-10-09","2023-01-18","2023-01-23","6","call",NULL,"ghar ma kaam xa","Manoj BudhaAyer","2023-01-18 16:38:16","2023-01-18 16:38:16"
"1545","529","2","2079-10-04","2079-12-04","2023-01-18 16:04:29","2023-03-18 16:04:29",NULL,"none",NULL,"unknown","Nirajan","2023-01-18 21:49:29","2023-01-18 21:49:29"
"1546","528","2","2079-10-04","2079-12-04","2023-01-18 16:04:31","2023-03-18 16:04:31",NULL,"none",NULL,"unknown","Nirajan","2023-01-18 21:49:31","2023-01-18 21:49:31"
"1547","529","2","2079-10-04","2079-12-04","2023-01-18 16:04:34","2023-03-18 16:04:34",NULL,"none",NULL,"unknown","Nirajan","2023-01-18 21:49:34","2023-01-18 21:49:34"
"1548","528","2","2079-10-04","2079-12-04","2023-01-18 16:04:35","2023-03-18 16:04:35",NULL,"none",NULL,"unknown","Nirajan","2023-01-18 21:49:35","2023-01-18 21:49:35"
"1549","529","2","2079-10-04","2079-12-04","2023-01-18 16:04:36","2023-03-18 16:04:36",NULL,"none",NULL,"unknown","Nirajan","2023-01-18 21:49:36","2023-01-18 21:49:36"
"1550","528","2","2079-10-04","2079-12-04","2023-01-18 16:04:37","2023-03-18 16:04:37",NULL,"none",NULL,"unknown","Nirajan","2023-01-18 21:49:37","2023-01-18 21:49:37"
"1551","121","2","2079-10-05","2079-12-05","2023-01-19 09:18:38","2023-03-19 09:18:38",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 15:03:38","2023-01-19 15:03:38"
"1552","412","2","2079-10-05","2079-12-05","2023-01-19 09:18:46","2023-03-19 09:18:46",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 15:03:46","2023-01-19 15:03:46"
"1553","1010","2","2079-10-05","2079-10-05","2023-01-19","2023-01-19 00:00:00","5","none",NULL,"unknown","IT Zone","2023-01-19 15:29:35","2023-01-20 14:33:13"
"1554","727","2","2079-10-05","2079-12-05","2023-01-19 10:29:36","2023-03-19 10:29:36",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:14:36","2023-01-19 16:14:36"
"1555","701","2","2079-10-05","2079-12-05","2023-01-19 10:29:42","2023-03-19 10:29:42",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:14:42","2023-01-19 16:14:42"
"1556","683","2","2079-10-05","2079-12-05","2023-01-19 10:29:44","2023-03-19 10:29:44",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:14:44","2023-01-19 16:14:44"
"1557","597","2","2079-10-05","2079-12-05","2023-01-19 10:29:45","2023-03-19 10:29:45",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:14:45","2023-01-19 16:14:45"
"1558","578","2","2079-10-05","2079-12-05","2023-01-19 10:29:47","2023-03-19 10:29:47",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:14:47","2023-01-19 16:14:47"
"1559","343","2","2079-10-05","2079-12-05","2023-01-19 10:29:48","2023-03-19 10:29:48",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:14:48","2023-01-19 16:14:48"
"1560","315","2","2079-10-05","2079-12-05","2023-01-19 10:29:49","2023-03-19 10:29:49",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:14:49","2023-01-19 16:14:49"
"1561","287","2","2079-10-05","2079-12-05","2023-01-19 10:29:53","2023-03-19 10:29:53",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:14:53","2023-01-19 16:14:53"
"1562","182","2","2079-10-05","2079-12-05","2023-01-19 10:29:54","2023-03-19 10:29:54",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:14:54","2023-01-19 16:14:54"
"1563","135","2","2079-10-05","2079-12-05","2023-01-19 10:29:58","2023-03-19 10:29:58",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:14:58","2023-01-19 16:14:58"
"1564","765","2","2079-10-05","2079-12-05","2023-01-19 10:30:05","2023-03-19 10:30:05",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:15:05","2023-01-19 16:15:05"
"1565","635","2","2079-10-05","2079-12-05","2023-01-19 10:30:07","2023-03-19 10:30:07",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:15:07","2023-01-19 16:15:07"
"1566","699","2","2079-10-05","2079-12-05","2023-01-19 10:30:08","2023-03-19 10:30:08",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:15:08","2023-01-19 16:15:08"
"1567","549","2","2079-10-05","2079-12-05","2023-01-19 10:30:09","2023-03-19 10:30:09",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:15:09","2023-01-19 16:15:09"
"1568","457","2","2079-10-05","2079-12-05","2023-01-19 10:30:10","2023-03-19 10:30:10",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:15:10","2023-01-19 16:15:10"
"1569","350","2","2079-10-05","2079-12-05","2023-01-19 10:30:11","2023-03-19 10:30:11",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:15:11","2023-01-19 16:15:11"
"1570","325","2","2079-10-05","2079-12-05","2023-01-19 10:30:12","2023-03-19 10:30:12",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:15:12","2023-01-19 16:15:12"
"1571","278","2","2079-10-05","2079-12-05","2023-01-19 10:30:14","2023-03-19 10:30:14",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:15:14","2023-01-19 16:15:14"
"1572","273","2","2079-10-05","2079-12-05","2023-01-19 10:30:14","2023-03-19 10:30:14",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:15:14","2023-01-19 16:15:14"
"1573","266","2","2079-10-05","2079-12-05","2023-01-19 10:30:15","2023-03-19 10:30:15",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:15:15","2023-01-19 16:15:15"
"1574","67","2","2079-10-05","2079-12-05","2023-01-19 10:30:18","2023-03-19 10:30:18",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:15:18","2023-01-19 16:15:18"
"1575","128","2","2079-10-05","2079-12-05","2023-01-19 10:30:19","2023-03-19 10:30:19",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:15:19","2023-01-19 16:15:19"
"1576","219","2","2079-10-05","2079-12-05","2023-01-19 10:30:20","2023-03-19 10:30:20",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:15:20","2023-01-19 16:15:20"
"1577","243","2","2079-10-05","2079-12-05","2023-01-19 10:30:22","2023-03-19 10:30:22",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:15:22","2023-01-19 16:15:22"
"1578","216","2","2079-10-05","2079-12-05","2023-01-19 10:30:23","2023-03-19 10:30:23",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:15:23","2023-01-19 16:15:23"
"1579","893","2","2079-10-05","2079-12-05","2023-01-19 10:30:27","2023-03-19 10:30:27",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:15:27","2023-01-19 16:15:27"
"1580","885","2","2079-10-05","2079-12-05","2023-01-19 10:30:27","2023-03-19 10:30:27",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:15:27","2023-01-19 16:15:27"
"1581","686","2","2079-10-05","2079-12-05","2023-01-19 10:30:28","2023-03-19 10:30:28",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:15:28","2023-01-19 16:15:28"
"1582","653","2","2079-10-05","2079-12-05","2023-01-19 10:30:29","2023-03-19 10:30:29",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:15:29","2023-01-19 16:15:29"
"1583","585","2","2079-10-05","2079-10-08","2023-01-19 10:30:30","2023-01-22 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:15:30","2023-01-23 16:59:54"
"1584","231","2","2079-10-05","2079-12-05","2023-01-19 10:30:31","2023-03-19 10:30:31",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:15:31","2023-01-19 16:15:31"
"1585","110","2","2079-10-05","2079-12-05","2023-01-19 10:30:31","2023-03-19 10:30:31",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:15:31","2023-01-19 16:15:31"
"1586","905","2","2079-10-05","2079-12-05","2023-01-19 10:30:36","2023-03-19 10:30:36",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:15:36","2023-01-19 16:15:36"
"1587","829","2","2079-10-05","2079-12-05","2023-01-19 10:30:38","2023-03-19 10:30:38",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:15:38","2023-01-19 16:15:38"
"1588","722","2","2079-10-05","2079-12-05","2023-01-19 10:30:39","2023-03-19 10:30:39",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:15:39","2023-01-19 16:15:39"
"1589","181","2","2079-10-05","2079-12-05","2023-01-19 10:30:39","2023-03-19 10:30:39",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:15:39","2023-01-19 16:15:39"
"1590","170","2","2079-10-05","2079-12-05","2023-01-19 10:30:40","2023-03-19 10:30:40",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:15:40","2023-01-19 16:15:40"
"1591","80","2","2079-10-05","2079-12-05","2023-01-19 10:30:40","2023-03-19 10:30:40",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:15:40","2023-01-19 16:15:40"
"1592","76","2","2079-10-05","2079-12-05","2023-01-19 10:30:42","2023-03-19 10:30:42",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:15:42","2023-01-19 16:15:42"
"1593","26","2","2079-10-05","2079-12-05","2023-01-19 10:30:43","2023-03-19 10:30:43",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:15:43","2023-01-19 16:15:43"
"1594","275","2","2079-10-05","2079-12-05","2023-01-19 10:30:49","2023-03-19 10:30:49",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:15:49","2023-01-19 16:15:49"
"1595","215","2","2079-10-05","2079-12-05","2023-01-19 10:30:49","2023-03-19 10:30:49",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:15:49","2023-01-19 16:15:49"
"1596","190","2","2079-10-05","2079-12-05","2023-01-19 10:30:50","2023-03-19 10:30:50",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:15:50","2023-01-19 16:15:50"
"1597","172","2","2079-10-05","2079-12-05","2023-01-19 10:30:51","2023-03-19 10:30:51",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:15:51","2023-01-19 16:15:51"
"1598","825","2","2079-10-05","2079-12-05","2023-01-19 10:30:55","2023-03-19 10:30:55",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:15:55","2023-01-19 16:15:55"
"1599","715","2","2079-10-05","2079-12-05","2023-01-19 10:30:58","2023-03-19 10:30:58",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:15:58","2023-01-19 16:15:58"
"1600","667","2","2079-10-05","2079-12-05","2023-01-19 10:30:59","2023-03-19 10:30:59",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:15:59","2023-01-19 16:15:59"
"1601","428","2","2079-10-05","2079-12-05","2023-01-19 10:30:59","2023-03-19 10:30:59",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:15:59","2023-01-19 16:15:59"
"1602","424","2","2079-10-05","2079-12-05","2023-01-19 10:31:00","2023-03-19 10:31:00",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:16:00","2023-01-19 16:16:00"
"1603","423","2","2079-10-05","2079-12-05","2023-01-19 10:31:01","2023-03-19 10:31:01",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:16:01","2023-01-19 16:16:01"
"1604","338","2","2079-10-05","2079-10-12","2023-01-19 10:31:02","2023-01-26 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:16:02","2023-01-27 18:10:40"
"1605","398","2","2079-10-05","2079-12-05","2023-01-19 10:31:02","2023-03-19 10:31:02",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:16:02","2023-01-19 16:16:02"
"1606","401","2","2079-10-05","2079-12-05","2023-01-19 10:31:03","2023-03-19 10:31:03",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:16:03","2023-01-19 16:16:03"
"1607","253","2","2079-10-05","2079-12-05","2023-01-19 10:31:04","2023-03-19 10:31:04",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:16:04","2023-01-19 16:16:04"
"1608","168","2","2079-10-05","2079-12-05","2023-01-19 10:31:06","2023-03-19 10:31:06",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:16:06","2023-01-19 16:16:06"
"1609","249","2","2079-10-05","2079-12-05","2023-01-19 10:31:07","2023-03-19 10:31:07",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:16:07","2023-01-19 16:16:07"
"1610","883","2","2079-10-05","2079-12-05","2023-01-19 10:31:12","2023-03-19 10:31:12",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:16:12","2023-01-19 16:16:12"
"1611","755","2","2079-10-05","2079-12-05","2023-01-19 10:31:13","2023-03-19 10:31:13",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:16:13","2023-01-19 16:16:13"
"1612","624","2","2079-10-05","2079-12-05","2023-01-19 10:31:15","2023-03-19 10:31:15",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:16:15","2023-01-19 16:16:15"
"1613","536","2","2079-10-05","2079-12-05","2023-01-19 10:31:15","2023-03-19 10:31:15",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:16:15","2023-01-19 16:16:15"
"1614","136","2","2079-10-05","2079-12-05","2023-01-19 10:31:16","2023-03-19 10:31:16",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:16:16","2023-01-19 16:16:16"
"1615","120","2","2079-10-05","2079-12-05","2023-01-19 10:31:18","2023-03-19 10:31:18",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:16:18","2023-01-19 16:16:18"
"1616","858","2","2079-10-05","2079-12-05","2023-01-19 10:31:22","2023-03-19 10:31:22",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:16:22","2023-01-19 16:16:22"
"1617","768","2","2079-10-05","2079-12-05","2023-01-19 10:31:23","2023-03-19 10:31:23",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:16:23","2023-01-19 16:16:23"
"1618","682","2","2079-10-05","2079-12-05","2023-01-19 10:31:24","2023-03-19 10:31:24",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:16:24","2023-01-19 16:16:24"
"1619","639","2","2079-10-05","2079-12-05","2023-01-19 10:31:25","2023-03-19 10:31:25",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:16:25","2023-01-19 16:16:25"
"1620","625","2","2079-10-05","2079-12-05","2023-01-19 10:31:28","2023-03-19 10:31:28",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:16:28","2023-01-19 16:16:28"
"1621","617","2","2079-10-05","2079-12-05","2023-01-19 10:31:30","2023-03-19 10:31:30",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:16:30","2023-01-19 16:16:30"
"1622","198","2","2079-10-05","2079-12-05","2023-01-19 10:31:32","2023-03-19 10:31:32",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:16:32","2023-01-19 16:16:32"
"1623","248","2","2079-10-05","2079-12-05","2023-01-19 10:31:34","2023-03-19 10:31:34",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:16:34","2023-01-19 16:16:34"
"1624","186","2","2079-10-05","2079-12-05","2023-01-19 10:31:35","2023-03-19 10:31:35",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:16:35","2023-01-19 16:16:35"
"1625","173","2","2079-10-05","2079-12-05","2023-01-19 10:31:45","2023-03-19 10:31:45",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:16:45","2023-01-19 16:16:45"
"1626","527","2","2079-10-05","2079-10-18","2023-01-19 10:31:50","2023-02-01 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:16:50","2023-02-02 16:04:52"
"1627","599","2","2079-10-05","2079-12-05","2023-01-19 10:31:51","2023-03-19 10:31:51",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:16:51","2023-01-19 16:16:51"
"1628","792","2","2079-10-05","2079-12-05","2023-01-19 10:31:53","2023-03-19 10:31:53",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:16:53","2023-01-19 16:16:53"
"1629","606","2","2079-10-05","2079-12-05","2023-01-19 10:31:53","2023-03-19 10:31:53",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:16:53","2023-01-19 16:16:53"
"1630","105","2","2079-10-05","2079-12-05","2023-01-19 10:31:55","2023-03-19 10:31:55",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:16:55","2023-01-19 16:16:55"
"1632","1061","2","2079-10-05","2079-10-12","2023-01-19 10:32:00","2023-01-26 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:17:00","2023-01-27 22:25:37"
"1633","1059","2","2079-10-05","2079-12-05","2023-01-19 10:32:06","2023-03-19 10:32:06",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:17:06","2023-01-19 16:17:06"
"1634","1058","2","2079-10-05","2079-10-04","2023-01-19 10:32:07","2023-01-18 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:17:07","2023-01-19 20:05:27"
"1635","694","2","2079-10-05","2079-10-10","2023-01-19","2023-01-24","6","none",NULL,"College x","Janak Bhatt","2023-01-19 16:17:08","2023-01-19 20:04:40"
"1636","419","2","2079-10-05","2079-12-05","2023-01-19","2023-03-19","62","none",NULL,"Paxi Aaune no fix time","Janak Bhatt","2023-01-19 16:17:09","2023-01-19 20:02:39"
"1637","319","2","2079-10-05","2079-12-05","2023-01-19 10:32:11","2023-03-19 10:32:11",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:17:11","2023-01-19 16:17:11"
"1638","319","2","2079-10-05","2079-12-05","2023-01-19 10:32:11","2023-03-19 10:32:11",NULL,"none",NULL,"unknown","Nirajan","2023-01-19 16:17:11","2023-01-19 16:17:11"
