"id","student_name_id","particular","pay_amount","pay_date","discount","due_amount","valid","followup","remarks","payment_method","received_by","user_id","status","created_at","updated_at"
"2201","899","Course Fee","2500","2079-08-07",NULL,"0","9999-99-99",NULL,NULL,"cash","Manoj Budhayer","2","complete","2022-11-23 14:51:05","2022-11-23 14:51:05"
"2202","52","Course Fee","2000","2079-08-07",NULL,"0","9999-99-99",NULL,NULL,"cash","Manoj Budhayer","2","complete","2022-11-23 15:02:41","2022-11-23 15:02:41"
"2203","61","Course Fee","3000","2079-08-07",NULL,"0","9999-99-99",NULL,NULL,"cash","Manoj Budhayer","2","complete","2022-11-23 15:07:30","2022-11-23 15:07:30"
"2204","907","Course Fee","2500","2079-08-07",NULL,"0","9999-99-99",NULL,NULL,"cash","Manoj Budhayer","2","complete","2022-11-23 15:40:03","2022-11-23 15:40:03"
"2205","459","Course Fee","1000","2079-08-07",NULL,"5000","2079-09-05",NULL,NULL,"cash","Janak Bhatt","2","due","2022-11-23 16:50:02","2022-11-23 16:50:02"
"2206","932","Reg Fee","500","2079-08-07",NULL,"2500","2079-08-11",NULL,NULL,"cash","Manoj Budhayer","2","due","2022-11-23 17:08:14","2022-11-23 17:08:14"
"2207","933","Course Fee","500","2079-08-06",NULL,"10000","2079-08-10",NULL,NULL,"cash","Manoj Budhayer","2","due","2022-11-23 17:38:44","2022-11-23 17:38:44"
"2208","934","Course Fee","500","2079-08-06",NULL,"2500","2079-08-10",NULL,NULL,"cash","Manoj Budhayer","2","due","2022-11-23 17:49:42","2022-11-23 17:49:42"
"2209","484","Extend Fee Date","0","2079-08-07","0","10000","2079-08-09",NULL,"nischal ko ddy le call received & friday office ma aaune aafai",NULL,"Bijaya Kumar","2","due","2022-11-23 18:03:35","2022-11-23 18:03:35"
"2210","712","Extend Fee Date","0","2079-08-07","0","4000","2079-08-07",NULL,"call not received",NULL,"Bijaya Kumar","2","due","2022-11-23 18:05:00","2022-11-23 18:05:00"
"2211","500","Extend Fee Date","0","2079-08-07","0","5300","2079-08-07",NULL,"network problem",NULL,"Bijaya Kumar","2","due","2022-11-23 18:05:57","2022-11-23 18:05:57"
"2212","823","Extend Fee Date","0","2079-08-07","0","8000","2079-08-20",NULL,"9805748615 Pushkar Joshi Dai le dine 6000","cash","Manoj Budhayer","2","due","2022-11-23 18:10:25","2022-11-25 14:39:21"
"2213","882","Extend Fee Date","0","2079-08-07","0","6500","2079-08-07",NULL,"wrong number",NULL,"Bijaya Kumar","2","due","2022-11-23 18:10:51","2022-11-23 18:10:51"
"2214","468","Extend Fee Date","0","2079-08-07","0","4000","2079-08-07",NULL,"call not received",NULL,"Bijaya Kumar","2","due","2022-11-23 18:12:31","2022-11-23 18:12:31"
"2215","468","Course Fee","1000","2079-08-07",NULL,"3000","2079-09-05",NULL,NULL,"cash","Janak Bhatt","2","due","2022-11-23 18:51:17","2022-11-23 18:51:17"
"2216","935","Course Fee","500","2079-08-07",NULL,"20000","2079-09-07",NULL,NULL,"cash","Bijaya Kumar","2","due","2022-11-23 19:16:14","2022-11-23 19:16:14"
"2217","542","Course Fee","500","2079-08-07",NULL,"2500","2079-09-07",NULL,NULL,"cash","Bijaya Kumar","2","due","2022-11-23 19:32:31","2022-11-23 19:32:31"
"2218","248","Course Fee","2500","2078-12-20","2000","4000","2079-08-11",NULL,NULL,"cash","Janak Bhatt","2","complete","2022-11-23 19:41:14","2022-11-23 19:41:14"
"2219","815","Course Fee","0","2079-08-07",NULL,"1000","2079-08-07",NULL,"network problem","cash","Bijaya Kumar","2","due","2022-11-23 21:47:33","2022-11-23 21:47:33"
"2220","609","Course Fee","0","2079-08-07",NULL,"4500","2079-08-07",NULL,"network problem","cash","Bijaya Kumar","2","due","2022-11-23 21:48:20","2022-11-23 21:48:20"
"2221","559","Course Fee","800","2079-08-07","50","0","9999-99-99",NULL,NULL,"cash","Bijaya Kumar","2","complete","2022-11-23 22:33:46","2022-11-23 22:33:46"
"2222","887","Course Fee","2000","2079-08-07",NULL,"0","9999-99-99",NULL,NULL,"cash","Bijaya Kumar","2","complete","2022-11-23 22:46:50","2022-11-23 22:46:50"
"2223","500","Extend Fee Date","0","2079-08-08","0","5300","2079-08-11",NULL,"1000 laune",NULL,"Manoj Budhayer","2","due","2022-11-24 14:58:10","2022-11-24 14:58:10"
"2224","936","Course Fee","500","2079-08-08","4000","6000","2079-08-15",NULL,NULL,"cash","Bijaya Kumar","2","due","2022-11-24 17:08:59","2022-11-24 17:08:59"
"2225","937","Reg. Fee","500","2079-08-08","4000","10000","2079-08-15",NULL,NULL,"cash","Bijaya Kumar","2","due","2022-11-24 17:15:39","2022-11-24 17:15:39"
"2226","938","Course Fee","500","2079-08-08","4000","6000","2079-08-15",NULL,NULL,"cash","Bijaya Kumar","2","due","2022-11-24 17:21:13","2022-11-24 17:21:13"
"2227","939","Course Fee","500","2079-08-08","4000","6000","2079-08-15",NULL,NULL,"cash","Bijaya Kumar","2","due","2022-11-24 17:26:34","2022-11-24 17:26:34"
"2228","590","Course Fee","0","2079-08-08",NULL,"3000","2079-08-08",NULL,"call not received","cash","Bijaya Kumar","2","due","2022-11-24 17:32:42","2022-11-24 17:32:42"
"2229","712","Extend Fee Date","0","2079-08-08","0","4000","2079-08-08",NULL,"Mobile  off",NULL,"Bijaya Kumar","2","due","2022-11-24 17:33:31","2022-11-24 17:33:31"
"2230","940","Course Fee","500","2079-08-08",NULL,"7000","2079-08-15",NULL,NULL,"cash","Bijaya Kumar","2","due","2022-11-24 18:14:28","2022-11-24 18:14:28"
"2231","941","Course Fee","500","2079-08-08","4000","6000","2079-08-15",NULL,NULL,"cash","Bijaya Kumar","2","due","2022-11-24 20:12:57","2022-11-24 20:12:57"
"2232","609","Course Fee","2000","2079-08-08",NULL,"2500","2079-09-20",NULL,NULL,"cash","Bijaya Kumar","2","due","2022-11-24 20:43:44","2022-11-24 20:43:44"
"2233","399","Course Fee","1000","2079-08-08",NULL,"6000","2079-09-08",NULL,NULL,"cash","Bijaya Kumar","2","due","2022-11-24 21:42:05","2022-11-24 21:42:05"
"2234","884","Course Fee","5000","2079-08-08",NULL,"0","9999-99-99",NULL,NULL,"cash","Bijaya Kumar","2","complete","2022-11-24 21:45:32","2022-11-24 21:45:32"
"2235","590","Course Fee","1000","2079-08-09",NULL,"2000","2079-09-03",NULL,NULL,"cash","Manoj Budhayer","2","due","2022-11-25 13:53:13","2022-11-25 13:53:13"
"2236","500","Course Fee","1000","2079-08-09","0","4800","2079-09-03",NULL,NULL,"cash","Manoj Budhayer","2","due","2022-11-25 14:41:36","2022-11-25 14:45:42"
"2237","712","Extend Fee Date","0","2079-08-09","0","4000","2079-08-09",NULL,"call not received",NULL,"Bijaya Kumar","2","due","2022-11-25 17:11:06","2022-11-25 17:11:06"
"2238","484","Course Fee","0","2079-08-09","0","8000","2079-08-11",NULL,"discount by manoj sir","cash","Bijaya Kumar","2","due","2022-11-25 17:15:13","2022-11-25 21:23:59"
"2239","882","Course Fee","0","2079-08-09",NULL,"6500","2079-08-16",NULL,"urmilako mummle call received  & aajvoli problem vakole","cash","Bijaya Kumar","2","due","2022-11-25 17:21:06","2022-11-25 17:21:06"
"2240","815","Course Fee","0","2079-08-09",NULL,"1000","2079-08-14",NULL,"ghr ma problem vakole","cash","Bijaya Kumar","2","due","2022-11-25 17:25:45","2022-11-25 17:25:45"
"2241","861","Course Fee","2500","2079-08-09","0","500","2079-08-28",NULL,NULL,"cash","Bijaya Kumar","2","due","2022-11-25 17:44:59","2022-11-25 22:40:44"
"2242","925","Course Fee","0","2079-08-09",NULL,"7000","2079-08-12",NULL,"ghr ma problem vakole","cash","Bijaya Kumar","2","due","2022-11-25 19:50:06","2022-11-25 19:50:06"
"2243","691","Course Fee","0","2079-08-09",NULL,"1000","2079-08-14",NULL,"pahad gakole","cash","Bijaya Kumar","2","due","2022-11-25 20:10:31","2022-11-25 20:10:31"
"2244","913","Extend Fee Date","0","2079-08-09","0","10000","2079-08-11",NULL,"aaj friday hunale bank banda  so fix dine sunday  ma",NULL,"Bijaya Kumar","2","due","2022-11-25 20:14:09","2022-11-25 20:14:09"
"2245","392","Extend Fee Date","0","2079-08-09","0","6000","2079-08-12",NULL,"ali problem x so",NULL,"Bijaya Kumar","2","due","2022-11-25 20:18:36","2022-11-25 20:18:36"
"2246","695","Extend Fee Date","0","2079-08-09","0","6000","2079-10-24",NULL,"aaj voli absent bg vakole mnr to dhangadi daily","cash","Bijaya Kumar","2","due","2022-11-25 20:35:56","2023-01-04 18:07:46"
"2247","828","Extend Fee Date","0","2079-08-09","0","5000","2079-08-11",NULL,"absent",NULL,"Bijaya Kumar","2","due","2022-11-25 20:41:05","2022-11-25 20:41:05"
"2248","741","Extend Fee Date","0","2079-08-09","0","4000","2079-08-11",NULL,"absent  vakole",NULL,"Bijaya Kumar","2","due","2022-11-25 20:42:27","2022-11-25 20:42:27"
"2249","815","Course Fee","1000","2079-08-09",NULL,"0","9999-99-99",NULL,NULL,"cash","Bijaya Kumar","2","complete","2022-11-25 20:47:30","2022-11-25 20:47:30"
"2250","942","Course Fee","500","2079-08-09",NULL,"10000","2079-08-17",NULL,NULL,"online","Bijaya Kumar","2","due","2022-11-25 21:32:57","2022-11-25 21:32:57"
"2251","943","Course Fee","500","2079-08-09",NULL,"10000","2079-08-17",NULL,NULL,"cash","Bijaya Kumar","2","due","2022-11-25 21:33:35","2022-11-25 21:33:35"
"2252","944","Course Fee","1000","2079-08-09",NULL,"4500","2079-08-11",NULL,NULL,"cash","Bijaya Kumar","2","due","2022-11-25 22:13:07","2022-11-25 22:13:07"
"2253","712","Course Fee","1500","2079-08-11",NULL,"2500","2079-08-28",NULL,NULL,"cash","Manoj Budhayer","2","due","2022-11-27 13:53:20","2022-11-27 13:53:20"
"2254","812","Extend Fee Date","0","2079-08-11","0","2000","2079-08-20",NULL,"fix dine",NULL,"Manoj Budhayer","2","due","2022-11-27 13:53:53","2022-11-27 13:53:53"
"2255","490","Extend Fee Date","0","2079-08-11","0","2350","2079-08-15",NULL,"myadi ko paisa aaye paxi",NULL,"Manoj Budhayer","2","due","2022-11-27 14:37:34","2022-11-27 14:37:34"
"2256","845","Course Fee","500","2079-08-11",NULL,"0","9999-99-99",NULL,NULL,"cash","Manoj Budhayer","2","complete","2022-11-27 14:41:58","2022-11-27 14:41:58"
"2257","913","Course Fee","7000","2079-08-11","3000","0","9999-99-99",NULL,NULL,"cash","Bijaya Kumar","2","complete","2022-11-27 18:55:30","2022-11-27 18:55:30"
"2258","934","Course Fee","0","2079-08-11",NULL,"2500","2079-08-11",NULL,"call not received","cash","Bijaya Kumar","2","due","2022-11-27 20:07:06","2022-11-27 20:07:06"
"2259","484","Course Fee","0","2079-08-11",NULL,"8000","2079-08-14",NULL,"aaj voli ma birami vakole hospital ma xu","cash","Bijaya Kumar","2","due","2022-11-27 20:15:11","2022-11-27 20:15:11"
"2260","930","Extend Fee Date","0","2079-08-11","0","10000","2079-08-11",NULL,"call not received",NULL,"Bijaya Kumar","2","due","2022-11-27 20:16:50","2022-11-27 20:16:50"
"2261","932","Extend Fee Date","0","2079-08-11","0","2500","2079-08-15",NULL,"aajvoli paisa aako xaen ghr bat",NULL,"Bijaya Kumar","2","due","2022-11-27 20:18:38","2022-11-27 20:18:38"
"2262","740","Extend Fee Date","0","2079-08-11","0","6500","2079-08-11",NULL,"call not received",NULL,"Bijaya Kumar","2","due","2022-11-27 20:19:47","2022-11-27 20:19:47"
"2263","945","Course Fee","500","2079-08-11",NULL,"8000","2079-08-15",NULL,NULL,"cash","Bijaya Kumar","2","due","2022-11-27 20:34:25","2022-11-27 20:34:25"
"2265","14","Course Fee","4000","2079-08-11",NULL,"0","9999-99-99",NULL,NULL,"cash","Janak Bhatt","2","complete","2022-11-27 21:33:41","2022-11-27 21:33:41"
"2266","933","Course Fee","5000","2079-08-11","5000","0","9999-99-99",NULL,NULL,"cash","Janak Bhatt","2","complete","2022-11-27 21:44:05","2022-11-27 21:44:05"
"2267","944","Course Fee","4500","2079-08-11",NULL,"0","9999-99-99",NULL,NULL,"cash","Janak Bhatt","2","complete","2022-11-27 21:44:39","2022-11-27 21:44:39"
"2268","929","Course Fee","5000","2079-08-11","5000","0","9999-99-99",NULL,NULL,"cash","Janak Bhatt","2","complete","2022-11-27 21:45:05","2022-11-27 21:45:05"
"2269","740","Extend Fee Date","0","2079-08-12","0","6500","2079-08-13",NULL,"aaj birse",NULL,"Manoj Budhayer","2","due","2022-11-28 15:36:26","2022-11-28 15:36:26"
"2270","562","Extend Fee Date","0","2079-08-12","0","8000","2079-08-13",NULL,"voli liyera aaune",NULL,"Manoj Budhayer","2","due","2022-11-28 16:06:16","2022-11-28 16:06:16"
"2271","930","Course Fee","0","2079-08-12",NULL,"10000","2079-08-12",NULL,"call not received","cash","Bijaya Kumar","2","due","2022-11-28 17:12:00","2022-11-28 17:12:00"
"2272","948","Course Fee","500","2079-08-12",NULL,"10000","2079-08-18",NULL,NULL,"cash","Manoj Budhayer","2","due","2022-11-28 17:32:17","2022-11-28 17:32:17"
"2274","691","Extend Fee Date","0","2079-08-12","0","1000","2079-08-12",NULL,"Mobile  off",NULL,"Bijaya Kumar","2","due","2022-11-28 18:42:41","2022-11-28 18:42:41"
"2275","32","Extend Fee Date","0","2079-08-12","0","2000","2079-08-12",NULL,"call not received",NULL,"Bijaya Kumar","2","due","2022-11-28 18:44:05","2022-11-28 18:44:05"
"2276","491","Extend Fee Date","0","2079-08-12","0","6000","2079-08-12",NULL,"Mobile  off",NULL,"Bijaya Kumar","2","due","2022-11-28 18:45:13","2022-11-28 18:45:13"
"2277","867","Extend Fee Date","0","2079-08-12","0","2000","2079-08-12",NULL,"call not received",NULL,"Bijaya Kumar","2","due","2022-11-28 18:55:13","2022-11-28 18:55:13"
"2278","949","Course Fee","500","2079-08-12",NULL,"10000","2079-08-28",NULL,NULL,"cash","Bijaya Kumar","2","due","2022-11-28 19:14:59","2022-11-28 19:14:59"
"2279","491","Course Fee","0","2079-08-12",NULL,"6000","2079-08-12",NULL,"Mobile  off","cash","Bijaya Kumar","2","due","2022-11-28 19:40:28","2022-11-28 19:40:28"
"2280","691","Course Fee","0","2079-08-12",NULL,"1000","2079-08-12",NULL,"Mobile  off","cash","Bijaya Kumar","2","due","2022-11-28 20:05:46","2022-11-28 20:05:46"
"2281","950","Course Fee","5500","2079-08-12","0","2000","2079-09-22",NULL,NULL,"cash","Bijaya Kumar","2","due","2022-11-28 20:28:59","2023-01-01 17:05:37"
"2282","925","Extend Fee Date","0","2079-08-12","0","7000","2079-08-12",NULL,"call not received",NULL,"Bijaya Kumar","2","due","2022-11-28 20:34:04","2022-11-28 20:34:04"
"2283","934","Extend Fee Date","0","2079-08-12","0","2500","2079-08-13",NULL,"3 day vako thia clss aako so aaj lian",NULL,"Bijaya Kumar","2","due","2022-11-28 20:36:44","2022-11-28 20:36:44"
"2284","826","Course Fee","0","2079-08-12",NULL,"2500","2079-09-29",NULL,"aaj voli matrai aako clss so","cash","Bijaya Kumar","2","due","2022-11-28 20:46:39","2022-11-28 20:46:39"
"2285","930","Course Fee","8000","2079-08-13","2000","0","9999-99-99",NULL,NULL,"cash","Manoj Budhayer","2","complete","2022-11-29 14:22:08","2022-11-29 14:22:08"
"2286","562","Extend Fee Date","0","2079-08-13","0","8000","2079-08-14",NULL,"birsanu vayeko",NULL,"Manoj Budhayer","2","due","2022-11-29 16:19:19","2022-11-29 16:19:19"
"2287","934","Course Fee","2500","2079-08-13",NULL,"0","9999-99-99",NULL,NULL,"cash","Janak Bhatt","2","complete","2022-11-29 19:48:20","2022-11-29 19:48:20"
"2288","392","Course Fee","2000","2079-08-13","0","3000","2079-09-28",NULL,NULL,"cash","Janak Bhatt","2","due","2022-11-29 21:06:28","2022-11-29 21:07:13"
"2289","925","Course Fee","3000","2079-08-11",NULL,"4000","2079-08-24",NULL,NULL,"cash","Janak Bhatt","2","due","2022-11-30 18:48:12","2022-11-30 18:48:12"
"2290","952","Course Fee","2000","2079-08-13","3000","5500","2079-08-20",NULL,NULL,"cash","Janak Bhatt","2","due","2022-11-30 20:10:12","2022-11-30 20:10:12"
"2291","953","Course Fee","500","2079-08-13",NULL,"2500","2079-08-20",NULL,NULL,"cash","Janak Bhatt","2","due","2022-11-30 20:14:20","2022-11-30 20:14:20"
"2292","954","Course Fee","500","2079-08-14",NULL,"2500","2079-08-18",NULL,NULL,"cash","Janak Bhatt","2","due","2022-11-30 21:57:29","2022-11-30 21:57:29"
"2293","955","Course Fee","7000","2079-08-14","3500","0","9999-99-99",NULL,NULL,"cash","Janak Bhatt","2","complete","2022-11-30 22:38:07","2022-11-30 22:38:07"
"2294","956","Course Fee","7000","2079-08-14","3500","0","9999-99-99",NULL,NULL,"cash","Janak Bhatt","2","complete","2022-11-30 22:41:37","2022-11-30 22:41:37"
"2295","31","Extend Fee Date","0","2079-08-15","0","2000","2079-08-17",NULL,"8/17 gate dine",NULL,"Rajendra Pd Bhatt","2","due","2022-12-01 13:18:26","2022-12-01 13:18:26"
"2296","562","Extend Fee Date","0","2079-08-15","0","8000","2079-08-22",NULL,"Dady ko penson na aako",NULL,"Janak Bhatt","2","due","2022-12-01 16:03:05","2022-12-01 16:03:05"
"2297","775","Course Fee","1000","2079-08-15",NULL,"1000","2079-09-25",NULL,NULL,"cash","Janak Bhatt","2","due","2022-12-01 16:45:10","2022-12-01 16:45:10"
"2298","248","Course Fee","3000","2079-08-15",NULL,"1000","2079-09-29",NULL,NULL,"cash","Janak Bhatt","2","due","2022-12-01 18:48:22","2022-12-01 18:48:22"
"2299","957","Course Fee","500","2079-08-15",NULL,"2500","2079-08-21",NULL,NULL,"cash","Janak Bhatt","2","due","2022-12-01 19:54:30","2022-12-01 19:54:30"
"2300","535","Course Fee","2000","2079-08-15",NULL,"0","9999-99-99",NULL,NULL,"cash","Janak Bhatt","2","complete","2022-12-01 22:39:38","2022-12-01 22:39:38"
"2301","945","Extend Fee Date","0","2079-08-16","0","8000","2079-08-19",NULL,"dai ko behe ma gayeko",NULL,"Manoj Budhayer","2","due","2022-12-02 13:50:02","2022-12-02 13:50:02"
"2302","476","Course Fee","1460","2079-08-16","0","5150","2079-11-20",NULL,"730 per month 2 mnth ko paid","cash","Manoj Budhayer","2","due","2022-12-02 13:59:37","2023-01-30 13:15:57"
"2303","613","Extend Fee Date","0","2079-08-16","0","10000","2079-08-27",NULL,"dai pahad bata aaune",NULL,"Manoj Budhayer","2","due","2022-12-02 14:57:17","2022-12-02 14:57:17"
"2304","932","Extend Fee Date","0","2079-08-16","0","2500","2079-08-27",NULL,"dai pahad bata aaune",NULL,"Manoj Budhayer","2","due","2022-12-02 14:57:41","2022-12-02 14:57:41"
"2305","940","Extend Fee Date","0","2079-08-16","0","7000","2079-08-16",NULL,"deuso bujaune",NULL,"Manoj Budhayer","2","due","2022-12-02 16:00:28","2022-12-02 16:00:28"
"2306","958","Course Fee","500","2079-08-15","0","2500","2079-08-20",NULL,NULL,"cash","Manoj Budhayer","2","due","2022-12-02 16:13:47","2022-12-02 21:15:05"
"2307","959","Course Fee","500","2079-08-15","0","2500","2079-08-26",NULL,NULL,"cash","Manoj Budhayer","2","due","2022-12-02 16:19:17","2022-12-11 21:28:56"
"2308","937","Course Fee","6000","2079-08-16","4000","0","9999-99-99",NULL,NULL,"cash","Janak Bhatt","2","complete","2022-12-02 16:52:29","2022-12-02 16:52:29"
"2309","936","Course Fee","6000","2079-08-16",NULL,"0","9999-99-99",NULL,NULL,"cash","Janak Bhatt","2","complete","2022-12-02 16:52:52","2022-12-02 16:52:52"
"2310","938","Course Fee","6000","2079-08-16",NULL,"0","9999-99-99",NULL,NULL,"cash","Janak Bhatt","2","complete","2022-12-02 16:53:18","2022-12-02 16:53:18"
"2311","939","Course Fee","6000","2079-08-16",NULL,"0","9999-99-99",NULL,NULL,"cash","Janak Bhatt","2","complete","2022-12-02 16:53:42","2022-12-02 16:53:42"
"2312","940","Course Fee","5000","2079-08-16","2000","0","9999-99-99",NULL,NULL,"cash","Janak Bhatt","2","complete","2022-12-02 17:45:23","2022-12-02 17:45:23"
"2313","443","Course Fee","4500","2079-08-16","0","0","9999-99-99",NULL,NULL,"cash","Janak Bhatt","2","complete","2022-12-02 17:56:27","2022-12-02 17:56:27"
"2314","960","Course Fee","0","2079-08-16",NULL,"20500","2079-09-10",NULL,"Sister of Niraj Joshi (Student). Surendra jagriko fee ma milaunu parne","cash","Janak Bhatt","2","due","2022-12-02 20:21:32","2022-12-02 20:21:32"
"2315","792","Course Fee","1000","2079-08-16","700","0","9999-99-99",NULL,NULL,"cash","Janak Bhatt","2","complete","2022-12-02 20:46:12","2022-12-02 20:46:12"
"2316","850","Course Fee","500","2079-08-16",NULL,"0","9999-99-99",NULL,NULL,"cash","Manoj Budhayer","2","complete","2022-12-02 22:10:32","2022-12-02 22:10:32"
"2317","961","Course Fee","1000","2079-08-18",NULL,"2000","2079-09-14",NULL,"Every month 1000 dine. Mahima chand ko vai","cash","Manoj Budhayer","2","due","2022-12-04 14:32:18","2022-12-04 14:32:18"
"2318","962","Course Fee","500","2079-08-13",NULL,"10000","2079-08-18",NULL,NULL,"cash","Manoj Budhayer","2","due","2022-12-04 19:35:43","2022-12-04 19:35:43"
"2319","31","Course Fee","1000","2079-08-18",NULL,"1000","2079-09-15",NULL,NULL,"cash","Manoj Budhayer","2","due","2022-12-04 20:49:51","2022-12-04 20:49:51"
"2320","279","Extend Fee Date","0","2079-08-18","0","4350","2079-08-18",NULL,"call not received",NULL,"Bijaya Kumar","2","due","2022-12-04 20:59:38","2022-12-04 20:59:38"
"2321","490","Extend Fee Date","0","2079-08-18","0","2350","2079-08-18",NULL,"call not received",NULL,"Bijaya Kumar","2","due","2022-12-04 21:00:55","2022-12-04 21:00:55"
"2322","740","Extend Fee Date","0","2079-08-18","0","6500","2079-08-18",NULL,"call not received",NULL,"Bijaya Kumar","2","due","2022-12-04 21:02:07","2022-12-04 21:02:07"
"2323","600","Extend Fee Date","0","2079-08-18","0","6700","2079-08-19",NULL,"aaj  va  a n so voli fix lyaune",NULL,"Bijaya Kumar","2","due","2022-12-04 21:05:43","2022-12-04 21:05:43"
"2324","941","Extend Fee Date","0","2079-08-18","0","6000","2079-08-22",NULL,"clss liako  2/4 matrai vax  so ali late dine",NULL,"Bijaya Kumar","2","due","2022-12-04 21:07:46","2022-12-04 21:07:46"
"2325","941","Extend Fee Date","0","2079-08-18","0","6000","2079-08-22",NULL,"clss liako  2/4 matrai vax  so ali late dine",NULL,"Bijaya Kumar","2","due","2022-12-04 21:07:55","2022-12-04 21:07:55"
"2326","28","Course Fee","0","2079-08-18",NULL,"0","9999-99-99",NULL,"call not received","cash","Bijaya Kumar","2","complete","2022-12-04 21:26:34","2022-12-04 21:26:34"
"2327","948","Course Fee","3000","2079-08-18","5500","1500","2079-08-28",NULL,NULL,"cash","Janak Bhatt","2","due","2022-12-04 21:26:34","2022-12-04 21:26:34"
"2328","962","Course Fee","3000","2079-08-18","5500","1500","2079-08-28",NULL,NULL,"cash","Janak Bhatt","2","due","2022-12-04 21:27:02","2022-12-04 21:27:02"
"2329","812","Course Fee","2000","2079-08-19",NULL,"0","9999-99-99",NULL,NULL,"cash","Manoj Budhayer","2","complete","2022-12-05 13:44:52","2022-12-05 13:44:52"
"2330","279","Extend Fee Date","0","2079-08-19","0","4350","2079-08-23",NULL,"ali problem Vakole",NULL,"Bijaya Kumar","2","due","2022-12-05 17:23:58","2022-12-05 17:23:58"
"2331","490","Extend Fee Date","0","2079-08-19","0","2350","2079-09-18",NULL,"ghr  ma problem vakole",NULL,"Bijaya Kumar","2","due","2022-12-05 17:26:05","2022-12-05 17:26:05"
"2332","740","Extend Fee Date","0","2079-08-19","0","6500","2079-08-19",NULL,"network problem",NULL,"Bijaya Kumar","2","due","2022-12-05 17:26:56","2022-12-05 17:26:56"
"2334","941","Course Fee","1000","2079-08-19",NULL,"5000","2079-09-25",NULL,NULL,"cash","Bijaya Kumar","2","due","2022-12-05 18:19:15","2022-12-05 18:19:15"
"2335","963","Course Fee","2500","2079-08-19","500","0","9999-99-99",NULL,NULL,"cash","Bijaya Kumar","2","complete","2022-12-05 18:44:57","2022-12-05 18:44:57"
"2336","600","Extend Fee Date","0","2079-08-19","0","6700","2079-08-20",NULL,"aaj  va  a n so voli fix lyaune",NULL,"Bijaya Kumar","2","due","2022-12-05 21:12:28","2022-12-05 21:12:28"
"2337","600","Extend Fee Date","0","2079-08-19","0","6700","2079-08-20",NULL,"birseko",NULL,"Bijaya Kumar","2","due","2022-12-05 21:13:59","2022-12-05 21:13:59"
"2338","477","Extend Fee Date","0","2079-08-19","0","6750","2079-08-19",NULL,"call not received",NULL,"Bijaya Kumar","2","due","2022-12-05 21:15:28","2022-12-05 21:15:28"
"2339","741","Course Fee","4000","2079-08-19",NULL,"0","9999-99-99",NULL,NULL,"cash","Janak Bhatt","2","complete","2022-12-05 23:37:33","2022-12-05 23:37:33"
"2340","741","Course Fee","4000","2079-08-19",NULL,"0","9999-99-99",NULL,NULL,"cash","Janak Bhatt","2","complete","2022-12-05 23:37:34","2022-12-05 23:37:34"
"2341","51","Course Fee","4000","2079-08-20",NULL,"0","9999-99-99",NULL,NULL,"cash","Manoj Budhayer","2","complete","2022-12-06 15:15:01","2022-12-06 15:15:01"
"2342","952","Course Fee","5500","2079-08-20",NULL,"0","9999-99-99",NULL,NULL,"cash","Manoj Budhayer","2","complete","2022-12-06 16:32:19","2022-12-06 16:32:19"
"2343","447","Extend Fee Date","0","2079-08-20","0","4000","2079-08-25",NULL,"dai le paisa pathaudai xa",NULL,"Manoj Budhayer","2","due","2022-12-06 17:50:43","2022-12-06 17:50:43"
"2344","475","Extend Fee Date","0","2079-08-20","0","5990","2080-03-08",NULL,"jati bela ni paisa diye hunxa vanne kura vako","cash","Bijaya Kumar","2","due","2022-12-06 17:55:05","2022-12-07 14:24:03"
"2345","928","Extend Fee Date","0","2079-08-20","0","6000","2079-08-26",NULL,"office ma aa ar afai bujhaune ddy",NULL,"Bijaya Kumar","2","due","2022-12-06 17:58:23","2022-12-06 17:58:23"
"2346","953","Extend Fee Date","0","2079-08-20","0","2500","2079-08-27",NULL,"aaj voli ali problem x so ab dine",NULL,"Bijaya Kumar","2","due","2022-12-06 18:01:13","2022-12-06 18:01:13"
"2347","823","Extend Fee Date","0","2079-08-20","0","8000","2079-08-20",NULL,"call not received",NULL,"Bijaya Kumar","2","due","2022-12-06 18:04:59","2022-12-06 18:04:59"
"2348","889","Extend Fee Date","0","2079-08-20","0","5000","2079-08-20",NULL,"call not received",NULL,"Bijaya Kumar","2","due","2022-12-06 18:06:10","2022-12-06 18:06:10"
"2349","964","reg. fee","500","2079-08-20",NULL,"10000","2079-08-28",NULL,NULL,"cash","Bijaya Kumar","2","due","2022-12-06 22:27:03","2022-12-06 22:27:03"
"2350","965","reg.fee","500","2079-08-20",NULL,"10000","2079-08-28",NULL,NULL,"cash","Bijaya Kumar","2","due","2022-12-06 22:31:40","2022-12-06 22:31:40"
"2351","954","Extend Fee Date","0","2079-08-20","0","2500","2079-08-25",NULL,"Ali problem vakole",NULL,"Bijaya Kumar","2","due","2022-12-06 22:44:00","2022-12-06 22:44:00"
"2352","279","Course Fee","4350","2079-08-21",NULL,"0","9999-99-99",NULL,NULL,"cash","Manoj Budhayer","2","complete","2022-12-07 12:57:18","2022-12-07 12:57:18"
"2353","475","Extend Fee Date","0","2079-08-21","0","5990","2080-03-08",NULL,"jati bela ni paisa diye hunxa vanne kura vako",NULL,"Manoj Budhayer","2","due","2022-12-07 14:20:56","2022-12-07 14:20:56"
